Player,Injury,Start Date,Return Date,Days Missed,Standardized Injury
Tim Hardaway Jr.,placed on IL with illness,2023-03-22,2023-03-26,4,placed on IL with illness
Tim Hardaway Jr.,placed on IL with NBA health and safety protocols,2021-12-21,2022-01-01,11,placed on IL with NBA health and safety protocols
Tim Hardaway Jr.,placed on IL with foot injury,2022-10-25,2022-10-27,2,placed on IL with glute injury
Tim Quarterman,placed on IL,2016-12-05,2016-12-08,3,placed on IL
Tim Quarterman,placed on IL,2017-04-04,2017-04-06,2,placed on IL
Tim Quarterman,placed on IL,2017-01-29,2017-02-13,15,placed on IL
Tim Quarterman,placed on IL,2017-01-05,2017-01-27,22,placed on IL
Tim Quarterman,placed on IL,2016-12-10,2016-12-13,3,placed on IL
Tim Quarterman,placed on IL,2016-10-25,2016-11-09,15,placed on IL
Timofey Mozgov,placed on IL with left eye contusion,2016-11-02,2016-11-04,2,placed on IL with eye contusion
Timofey Mozgov,placed on IL,2017-03-12,2017-03-17,5,placed on IL
Timofey Mozgov,placed on IL,2017-03-19,2017-03-26,7,placed on IL
Timothe Luwawu-Cabarrot,placed on IL with NBA health and safety protocols,2021-12-22,2022-01-01,10,placed on IL with NBA health and safety protocols
Timothe Luwawu-Cabarrot,placed on IL with sore right knee,2021-03-01,2021-03-15,14,placed on IL with sore right ankle/heel
Timothe Luwawu-Cabarrot,placed on IL with bruised right hip,2021-02-23,2021-02-25,2,placed on IL with bruised right shin
Timothe Luwawu-Cabarrot,placed on IL,2018-04-30,2018-04-30,0,placed on IL
Timothe Luwawu-Cabarrot,placed on IL with gastroenteritis,2018-02-02,2018-02-06,4,placed on IL with gastroenteritis
Timothe Luwawu-Cabarrot,placed on IL,2016-11-21,2016-11-25,4,placed on IL
Tobias Harris,placed on IL with sore left knee,2023-01-14,2023-01-15,1,placed on IL with sore left/right knee
Tobias Harris,placed on IL with NBA health and safety protocols,2021-11-03,2021-11-11,8,placed on IL with NBA health and safety protocols
Tobias Harris,placed on IL with right knee injury,2021-05-16,2021-05-23,7,placed on IL with meniscus injury in right knee
Tobias Harris,placed on IL with illness,2023-03-31,2023-04-01,1,placed on IL with illness
Tobias Harris,placed on IL with sore right knee,2021-04-16,2021-04-22,6,placed on IL with sore right ankle/heel
Tobias Harris,placed on IL with bruised right knee,2021-02-26,2021-03-03,5,placed on IL with bruised tibia in right leg
Tobias Harris,placed on IL with NBA health and safety protocols,2021-01-09,2021-01-14,5,placed on IL with NBA health and safety protocols
Tobias Harris,placed on IL with sore left ankle,2016-02-07,2016-02-19,12,placed on IL with surgery on left ankle
Tobias Harris,placed on IL,2015-02-11,2015-02-22,11,placed on IL
Tobias Harris,placed on IL with sprained left ankle,2015-01-14,2015-01-21,7,placed on IL with strained left calf (P)
Tobias Harris,placed on IL with left hip injury,2023-04-07,2023-04-15,8,placed on IL with hip injury (P)
Tobias Harris,placed on IL with sore left hip,2021-11-24,2021-11-27,3,placed on IL with sore foot
Tomas Satoransky,placed on IL with NBA health and safety protocols,2022-01-02,2022-01-10,8,placed on IL with NBA health and safety protocols
Tomas Satoransky,placed on IL with illness,2021-04-16,2021-04-17,1,placed on IL with illness
Tomas Satoransky,placed on IL with NBA health and safety protocols,2020-12-31,2021-01-22,22,placed on IL with NBA health and safety protocols
Toney Douglas,placed on IL,2014-01-17,2014-01-29,12,placed on IL
Toney Douglas,placed on IL,2015-12-14,2015-12-20,6,placed on IL
Tony Allen,placed on IL with fractured fibula in left leg,2017-12-11,2018-01-30,50,placed on IL with fractured fibula in left leg
Tony Allen,placed on IL with left eye injury,2017-04-04,2017-04-04,0,placed on IL with left forearm injury
Tony Allen,placed on IL with right groin / knee injury,2016-11-08,2016-11-18,10,placed on IL with right knee injury / conditioning
Tony Allen,placed on IL with ankle injury,2015-01-26,2015-01-29,3,placed on IL with glute injury
Tony Allen,placed on IL with strained left hamstring,2015-03-30,2015-04-19,20,placed on IL with strained left adductor
Tony Allen,placed on IL with strained hamstring,2015-05-13,2015-05-15,2,placed on IL with sore hamstring
Tony Allen,placed on IL for rest,2015-03-12,2015-03-14,2,placed on IL for rest
Tony Bradley,placed on IL,2017-12-07,2017-12-16,9,placed on IL
Tony Bradley,placed on IL with illness,2019-12-13,2019-12-16,3,placed on IL with illness
Tony Bradley,placed on IL,2018-04-18,2018-04-29,11,placed on IL
Tony Bradley,placed on IL with sprained right knee,2020-01-30,2020-02-04,5,placed on IL with sprained right ankle (DTD)
Tony Bradley,placed on IL,2018-01-19,2018-03-07,47,placed on IL
Tony Bradley,placed on IL,2017-12-04,2017-12-05,1,placed on IL
Tony Bradley,placed on IL with concussion,2018-03-13,2018-03-27,14,placed on IL with eye contusion
Tony Bradley,placed on IL,2017-10-25,2017-11-01,7,placed on IL
Tony Bradley,placed on IL with NBA health and safety protocols,2021-12-26,2022-01-06,11,placed on IL with NBA health and safety protocols
Tony Bradley,placed on IL,2017-10-18,2017-10-24,6,placed on IL
Tony Bradley,placed on IL,2017-12-26,2018-01-15,20,placed on IL
Tony Bradley,placed on IL with NBA health and safety protocols,2021-03-27,2021-03-29,2,placed on IL with NBA health and safety protocols
Tony Mitchell (LaShae),placed on IL,2014-02-01,2014-02-18,17,placed on IL
Tony Mitchell (LaShae),placed on IL,2014-02-21,2014-02-26,5,placed on IL
Tony Snell,placed on IL with right Achilles injury,2021-02-13,2021-02-17,4,placed on IL with right Achilles tendon injury
Tony Snell,placed on IL with sprained right ankle,2021-04-11,2021-04-30,19,placed on IL with right high ankle sprain
Tony Snell,placed on IL with sprained left ankle,2016-10-26,2016-10-29,3,placed on IL with strained left calf (P)
Tony Snell,placed on IL with illness,2020-01-24,2020-01-29,5,placed on IL with illness
Tony Snell,placed on IL with right Achilles injury,2021-05-10,2021-05-12,2,placed on IL with right Achilles tendon injury
Tony Snell,placed on IL with right Achilles injury,2021-05-13,2021-05-16,3,placed on IL with right Achilles tendon injury
Tony Snell,placed on IL with sprained right foot,2021-10-19,2021-10-31,12,placed on IL with strained tendon in right foot
Tony Snell,placed on IL with strained left hip,2019-11-23,2019-11-25,2,placed on IL with strained left thigh
Tony Snell,placed on IL with sprained left ankle,2019-03-26,2019-03-28,2,placed on IL with strained left calf (P)
Tony Wroten Jr.,placed on IL with sprained right knee,2014-11-29,2014-12-12,13,placed on IL with sprained right ankle (DTD)
Tony Wroten Jr.,placed on IL with knee injury,2015-10-28,2015-12-05,38,placed on IL with neck injury
Tornike Shengelia,placed on IL,2014-01-06,2014-01-11,5,placed on IL
Torrey Craig,placed on IL with strained right groin,2022-12-02,2022-12-07,5,placed on IL with strained right middle finger
Torrey Craig,placed on IL with fractured nose,2020-12-29,2021-01-15,17,placed on IL with fractured left hand
Torrey Craig,placed on IL,2018-01-13,2018-01-16,3,placed on IL
Torrey Craig,placed on IL with NBA health and safety protocols,2022-01-07,2022-01-10,3,placed on IL with NBA health and safety protocols
Torrey Craig,placed on IL,2017-12-02,2017-12-15,13,placed on IL
Torrey Craig,placed on IL with hamstring injury,2018-02-15,2018-03-17,30,placed on IL with abdominal injury
Torrey Craig,placed on IL,2017-10-18,2017-11-28,41,placed on IL
Torrey Craig,placed on IL with sprained left shoulder,2019-03-14,2019-03-16,2,placed on IL with sprained/strained left shoulder
Toure' Murry / Toure Murry,placed on IL,2014-12-08,2014-12-14,6,placed on IL
Toure' Murry / Toure Murry,placed on IL,2014-10-29,2014-12-03,35,placed on IL
Trae Young,placed on IL with NBA health and safety protocols,2021-12-19,2021-12-27,8,placed on IL with NBA health and safety protocols
Trae Young,placed on IL with bruised lower back,2022-01-05,2022-01-07,2,placed on IL with bruised/sore lower back
Trae Young,placed on IL with right shoulder injury,2022-01-31,2022-02-03,3,placed on IL with right shoulder injury
Trae Young,placed on IL with sprained right ankle,2019-10-31,2019-11-05,5,placed on IL with right high ankle sprain
Trae Young,placed on IL with bruised left quadricep,2022-03-18,2022-03-20,2,placed on IL with bruised left quadriceps
Trae Young,placed on IL with left calf injury,2022-12-28,2022-12-30,2,placed on IL with left forearm injury
Trae Young,placed on IL with illness,2023-01-11,2023-01-13,2,placed on IL with illness
Trae Young,placed on IL with sore right ankle,2023-01-30,2023-02-01,2,placed on IL with right high ankle sprain
Trae Young,placed on IL with illness,2023-02-04,2023-02-06,2,placed on IL with illness
Trae Young,placed on IL with illness,2023-04-04,2023-04-05,1,placed on IL with illness
Trae Young,placed on IL with right groin injury,2023-04-08,2023-04-11,3,placed on IL with right adductor injury
Trae Young,placed on IL with sprained right ankle,2019-12-28,2020-01-02,5,placed on IL with right high ankle sprain
Trae Young,placed on IL with sprained left ankle,2021-04-22,2021-04-30,8,placed on IL with strained left calf (P)
Trae Young,placed on IL with bruised right calf,2021-02-04,2021-02-06,2,placed on IL with bruised right knee
Trae Young,placed on IL with flu,2020-03-06,2020-03-07,1,placed on IL with flu
Trae Young,placed on IL with bruised right thigh,2020-01-22,2020-01-24,2,placed on IL with bruised right shin
Trae Young,placed on IL with sore left knee,2021-04-02,2021-04-04,2,placed on IL with sore left/right knee
Travis Wear,placed on IL,2015-02-09,2015-02-11,2,placed on IL
Travis Wear,placed on IL,2018-03-30,2018-04-01,2,placed on IL
Tre Jones,placed on IL with left foot injury,2023-03-05,2023-03-10,5,placed on IL with left forearm injury
Tre Jones,placed on IL with sore left foot,2023-02-03,2023-03-02,27,placed on IL with sore foot
Tre Jones,placed on IL with stomach illness,2022-11-14,2022-11-15,1,placed on IL with illness / stomach flu
Tre Jones,placed on IL with sore right knee,2022-02-16,2022-02-24,8,placed on IL with sore right ankle/heel
Tre Jones,placed on IL with NBA health and safety protocols,2022-01-07,2022-01-19,12,placed on IL with NBA health and safety protocols
Tre Jones,placed on IL with illness,2023-03-12,2023-03-15,3,placed on IL with illness
Tre Jones,placed on IL with dental ailment,2022-02-09,2022-02-11,2,placed on IL with dental ailment
Tre Mann,placed on IL with back injury,2022-11-14,2022-11-21,7,placed on IL with elbow injury
Tre Mann,placed on IL with NBA health and safety protocols,2021-12-26,2022-01-04,9,placed on IL with NBA health and safety protocols
Tremont Waters,placed on IL with sprained left knee,2020-03-06,2020-09-05,183,placed on IL with sprained left index finger
Tremont Waters,placed on IL with NBA health and safety protocols,2022-01-03,2022-01-09,6,placed on IL with NBA health and safety protocols
Trendon Watford,placed on IL with NBA health and safety protocols,2021-12-24,2022-01-02,9,placed on IL with NBA health and safety protocols
Trendon Watford,placed on IL with hip injury,2022-10-19,2022-11-05,17,placed on IL with hip injury (P)
Trendon Watford,placed on IL,2021-11-15,2021-11-24,9,placed on IL
Trendon Watford,placed on IL,2021-10-20,2021-11-14,25,placed on IL
Trendon Watford,placed on IL,2021-11-26,2021-11-29,3,placed on IL
Trent Forrest,placed on IL with concussion,2022-03-30,2022-04-06,7,placed on IL with eye contusion
Trent Forrest,placed on IL with sprained right wrist,2022-03-12,2022-03-21,9,placed on IL with sprained right wrist
Trent Forrest,placed on IL with sprained right ankle,2022-01-30,2022-02-02,3,placed on IL with right high ankle sprain
Trent Forrest,placed on IL,2021-01-12,2021-01-30,18,placed on IL
Trent Forrest,placed on IL with right knee injury,2020-12-23,2021-01-05,13,placed on IL with meniscus injury in right knee
Treveon Graham,placed on IL with strained left hamstring,2018-10-20,2018-11-23,34,placed on IL with strained left adductor
Treveon Graham,placed on IL with bruised right quadriceps,2017-11-15,2017-11-17,2,placed on IL with bruised left quadriceps
Treveon Graham,placed on IL,2018-12-01,2018-12-16,15,placed on IL
Treveon Graham,placed on IL,2018-12-26,2018-12-28,2,placed on IL
Treveon Graham,placed on IL with back spasms,2017-12-18,2017-12-23,5,placed on IL with back spasms
Treveon Graham,placed on IL with illness,2020-01-02,2020-01-05,3,placed on IL with illness
Treveon Graham,placed on IL,2019-01-02,2019-01-04,2,placed on IL
Treveon Graham,placed on IL with sore back,2019-03-04,2019-03-16,12,placed on IL with sore knee
Treveon Graham,placed on IL,2018-11-28,2018-11-30,2,placed on IL
Treveon Graham,placed on IL with sore/strained left Achilles,2016-11-21,2016-11-23,2,placed on IL with strained Achilles
Trevor Ariza,placed on IL with sprained left hamstring,2018-01-30,2018-02-23,24,placed on IL with strained left hamstring
Trevor Ariza,placed on IL with right groin injury,2019-11-15,2019-11-17,2,placed on IL with right adductor injury
Trevor Ariza,placed on IL with sore leg,2018-04-11,2018-04-15,4,placed on IL with sore foot
Trevor Ariza,placed on IL with sprained left foot,2017-10-25,2017-10-28,3,placed on IL with sprained left foot
Trevor Ariza,placed on IL with NBA health and safety protocols,2021-12-23,2021-12-31,8,placed on IL with NBA health and safety protocols
Trevor Ariza,placed on IL,2018-12-15,2018-12-18,3,placed on IL
Trevor Ariza,placed on IL with strained left groin,2019-03-23,2019-03-26,3,placed on IL with sore/strained left groin
Trevor Ariza,placed on IL recovering from surgery on right ankle,2021-10-18,2021-12-19,62,placed on IL recovering from surgery on right Achilles
Trevor Ariza,placed on IL,2020-12-26,2021-03-19,83,placed on IL
Trevor Ariza,placed on IL with right groin injury,2019-11-19,2019-12-02,13,placed on IL with right adductor injury
Trevor Ariza,placed on IL for rest,2017-04-09,2017-04-10,1,placed on IL for rest
Trevor Booker,placed on IL,2018-03-29,2018-04-01,3,placed on IL
Trevor Booker,placed on IL with sprained left ankle,2017-12-18,2018-03-29,101,placed on IL with strained left calf (P)
Trevor Booker,placed on IL with sore lower back,2017-11-07,2017-11-10,3,placed on IL with sore lower back
Trevor Booker,placed on IL with bruised left hip,2017-01-10,2017-01-12,2,placed on IL with bruised head
Trevor Booker,placed on IL,2016-12-23,2016-12-26,3,placed on IL
Trey Burke,placed on IL with illness,2019-01-21,2019-01-23,2,placed on IL with illness
Trey Burke,placed on IL with illness,2021-01-06,2021-01-09,3,placed on IL with illness
Trey Burke,placed on IL with illness,2019-02-27,2019-03-02,3,placed on IL with illness
Trey Burke,placed on IL with sprained left shoulder,2022-02-27,2022-03-05,6,placed on IL with sprained/strained left shoulder
Trey Burke,placed on IL with NBA health and safety protocols,2021-12-22,2022-01-06,15,placed on IL with NBA health and safety protocols
Trey Burke,placed on IL with NBA health and safety protocols,2021-11-02,2021-11-03,1,placed on IL with NBA health and safety protocols
Trey Burke,placed on IL with strained left calf,2021-04-07,2021-04-08,1,placed on IL with strained left calf (P)
Trey Burke,placed on IL with illness,2019-12-02,2019-12-05,3,placed on IL with illness
Trey Burke,placed on IL with illness,2019-02-02,2019-02-06,4,placed on IL with illness
Trey Burke,placed on IL with sprained right knee,2018-12-03,2018-12-16,13,placed on IL with sprained right ankle (DTD)
Trey Burke,placed on IL with back injury,2015-04-10,2015-04-15,5,placed on IL with elbow injury
Trey Burke,placed on IL,2014-12-03,2014-12-05,2,placed on IL
Trey Burke,placed on IL with NBA health and safety protocols,2022-03-29,2022-04-04,6,placed on IL with NBA health and safety protocols
Trey Burke,placed on IL with left calf injury,2019-11-12,2019-11-13,1,placed on IL with left forearm injury
Trey Lyles,placed on IL with sprained right wrist,2019-01-12,2019-01-15,3,placed on IL with sprained right wrist
